geoid,households_total,households_0_10k,households_10_15k,households_15_20k,households_20_25k,households_25_30k,households_30_35k,households_35_40k,households_40_45k,households_45_50k,households_50_60k,households_60_75k,households_75_100k,households_100_125k,households_125_150k,households_150_200k,households_200k_plus
480270219012,261,29,9,9,0,9,0,19,0,7,38,26,50,40,0,25,0
480270219013,271,9,0,30,21,20,11,0,23,0,50,27,40,25,0,15,0
480270219014,484,73,12,6,36,17,7,14,58,10,40,55,91,62,0,0,3
480270219031,642,29,0,0,0,0,0,0,32,42,18,108,223,72,45,34,39
480270219032,1000,90,0,0,56,18,22,19,0,139,13,132,202,117,119,56,17
480270219033,1345,0,0,0,0,54,23,20,31,62,156,152,347,164,170,86,80
480270219041,1194,106,98,28,17,78,57,49,30,70,32,16,295,101,146,71,0
480270219042,635,43,14,0,0,0,27,32,0,72,18,71,54,246,20,38,0
480270219043,1221,20,19,34,37,44,30,0,41,21,129,97,159,261,143,49,137
480270219044,718,40,0,22,28,0,55,26,69,0,20,0,150,152,41,34,81
480270220001,1394,15,69,19,0,77,95,35,45,22,104,255,168,140,104,91,155
480270220002,645,137,15,64,44,23,50,92,14,34,47,85,40,0,0,0,0
480270220003,450,84,0,112,17,0,33,51,26,0,15,54,16,0,0,42,0
480270220004,271,36,0,0,0,0,67,0,16,11,39,18,84,0,0,0,0
480270221011,655,55,23,0,36,62,43,83,97,69,9,78,40,46,7,7,0
480270221012,284,15,0,18,11,0,8,51,34,7,47,27,38,0,0,0,28
480270221013,542,28,52,37,82,7,33,15,22,40,37,64,68,51,6,0,0
480270221014,234,130,10,0,0,0,28,8,9,36,0,13,0,0,0,0,0
480270221031,827,14,0,28,25,70,71,53,63,61,163,104,125,11,39,0,0
480270221032,901,104,0,20,86,9,40,53,12,39,290,152,53,21,22,0,0
480270221041,303,25,0,71,0,35,32,0,8,0,20,56,29,27,0,0,0
480270221042,390,63,22,9,19,50,9,25,45,8,11,25,34,45,0,0,25
480270221043,631,90,56,38,27,35,30,120,33,0,81,39,38,0,0,44,0
480270221044,359,0,20,79,29,25,11,0,30,9,47,33,69,7,0,0,0
480270221051,294,15,21,5,22,4,9,11,39,26,27,27,52,8,17,0,11
480270221052,392,7,6,0,33,12,27,41,25,35,42,93,35,25,0,11,0
480270222001,269,26,12,8,23,21,28,39,0,18,7,5,67,0,10,5,0
480270222002,709,46,62,50,56,63,64,62,128,55,46,46,20,11,0,0,0
480270222003,411,37,40,45,22,20,62,12,19,32,62,48,12,0,0,0,0
480270223001,560,113,42,73,24,59,67,32,7,13,9,97,19,5,0,0,0
480270223002,366,15,0,82,41,65,46,19,7,31,24,0,21,15,0,0,0
480270223003,482,24,26,33,19,49,20,7,83,50,106,22,25,12,0,0,6
480270223004,313,21,0,16,9,18,31,29,26,7,7,48,46,12,3,8,32
480270224011,346,32,0,36,46,14,15,0,0,0,34,75,80,0,0,14,0
480270224012,1764,141,95,145,102,59,171,194,17,101,124,243,259,90,23,0,0
480270224021,1657,84,6,0,0,19,38,6,45,23,131,217,344,195,142,258,149
480270224022,573,8,10,22,6,37,44,0,10,0,45,70,93,114,62,45,7
480270224031,311,0,0,0,36,12,0,9,23,12,49,42,51,42,0,35,0
480270224032,954,23,23,27,30,22,59,20,39,51,87,185,126,156,34,47,25
480270224033,256,9,18,0,37,36,9,0,27,8,24,22,21,21,0,0,24
480270224041,1928,31,105,11,57,32,31,93,47,204,88,447,281,141,182,123,55
480270224042,623,0,13,0,19,0,58,18,10,0,160,28,174,60,62,21,0
480270224051,437,14,0,22,0,51,21,77,7,55,47,31,65,19,28,0,0
480270224052,500,31,22,4,28,39,6,28,28,39,49,114,54,38,20,0,0
480270225011,259,68,7,24,14,14,0,47,6,0,24,24,24,0,0,7,0
480270225012,283,0,18,7,56,17,18,8,6,42,22,71,18,0,0,0,0
480270225013,425,46,14,10,47,22,7,0,27,37,105,48,19,31,0,12,0
480270225014,259,56,0,21,24,6,6,8,7,0,40,36,12,29,14,0,0
480270225021,1760,15,21,17,58,99,31,91,114,0,274,350,287,101,159,64,79
480270225022,553,0,0,0,61,19,18,0,57,39,47,101,117,57,13,0,24
480270225023,1327,51,38,122,63,81,96,142,157,66,193,119,136,12,0,51,0
480270226001,442,32,50,11,26,77,55,28,31,29,43,49,0,0,0,0,11
480270226002,358,71,18,49,10,18,16,33,58,0,11,64,10,0,0,0,0
480270226003,225,75,10,9,34,12,18,7,0,7,44,9,0,0,0,0,0
480270226004,209,31,35,28,16,8,24,38,0,0,0,6,23,0,0,0,0
480270226005,468,107,88,0,30,31,77,28,52,40,0,15,0,0,0,0,0
480270228011,325,18,36,20,38,53,33,27,32,13,31,24,0,0,0,0,0
480270228012,247,32,20,38,65,8,0,33,0,8,30,0,0,0,13,0,0
480270228013,476,61,17,36,69,0,15,72,38,13,28,54,62,11,0,0,0
480270229001,463,125,90,18,24,49,6,16,23,30,40,13,0,21,0,8,0
480270229002,536,60,31,21,24,40,26,41,74,47,86,33,45,0,8,0,0
480270229003,404,25,47,31,35,58,35,59,30,22,16,30,7,9,0,0,0
480270229004,243,58,22,38,0,15,0,32,0,0,25,0,24,29,0,0,0
480270230001,398,0,0,0,108,118,46,0,27,14,0,70,0,0,0,0,15
480270230002,375,57,14,16,0,29,0,17,0,13,98,28,27,15,13,31,17
480270230003,560,0,13,0,120,33,0,50,0,0,0,87,140,58,14,30,15
480270230004,2111,68,62,43,12,10,89,52,68,52,370,345,476,307,112,11,34
480270231031,283,52,0,0,33,0,6,47,37,0,13,53,13,16,13,0,0
480270231032,712,118,46,124,88,34,30,8,25,88,21,49,73,8,0,0,0
480270231033,365,23,17,8,49,16,17,11,25,50,37,31,42,31,0,0,8
480270231034,307,16,0,9,51,30,53,12,44,18,8,27,6,33,0,0,0
480270231041,708,33,16,62,36,99,9,90,18,67,98,59,65,27,8,0,21
480270231042,578,38,0,19,86,45,28,7,75,43,60,65,54,31,0,27,0
480270231051,1476,30,43,96,27,194,34,63,100,133,197,99,281,107,29,29,14
480270231052,2657,27,34,0,109,74,106,156,281,265,237,596,389,227,76,65,15
480270231061,1044,113,15,0,51,0,66,0,29,149,187,100,166,108,0,43,17
480270231062,578,12,13,0,91,0,63,85,56,14,58,92,68,12,0,14,0
480270231063,836,0,50,55,0,73,63,32,6,137,94,62,148,83,0,21,12
480270231064,841,16,0,0,70,32,56,123,0,149,92,46,104,83,57,0,13
480270231071,259,76,0,0,13,0,0,80,57,5,0,0,16,0,12,0,0
480270231072,1005,140,47,134,71,142,57,157,65,0,56,79,57,0,0,0,0
480270231073,1140,44,64,35,104,33,97,37,38,34,125,140,174,37,121,57,0
480270231074,251,0,42,0,0,0,0,59,11,0,0,49,8,21,0,61,0
480270231081,1186,0,60,0,0,0,136,20,106,49,136,116,210,123,230,0,0
480270231082,1290,43,0,56,118,109,120,157,60,92,202,52,187,94,0,0,0
480270231083,778,165,0,20,92,0,25,0,98,15,202,76,0,0,53,32,0
480270231084,795,83,49,62,33,55,74,43,0,0,70,160,100,38,0,0,28
480270231085,555,0,26,16,22,20,60,28,55,0,64,154,89,21,0,0,0
480270232011,120,4,0,0,21,12,22,19,6,0,13,0,8,5,5,5,0
480270232012,451,9,0,14,14,42,4,41,23,15,50,64,63,33,40,27,12
480270232021,214,14,0,0,29,22,27,23,0,23,18,18,32,8,0,0,0
480270232022,501,48,8,9,43,45,84,28,66,0,70,76,24,0,0,0,0
480270232031,452,5,23,0,14,61,35,38,92,38,72,38,24,12,0,0,0
480270232032,119,15,5,0,0,14,11,33,10,10,5,12,0,4,0,0,0
480270232041,144,5,0,11,6,35,9,29,16,0,15,6,12,0,0,0,0
480270232042,263,9,4,16,0,23,33,17,11,33,29,24,57,0,0,7,0
480270233001,428,28,36,14,0,17,0,0,0,29,17,44,126,0,15,14,88
480270233002,1326,81,0,33,15,48,0,51,53,76,166,87,369,178,0,109,60
480270233003,1263,109,0,16,46,17,79,18,47,120,81,107,199,236,152,0,36
480270234021,372,9,0,0,41,7,32,9,9,29,63,37,17,69,20,11,19
480270234022,446,53,4,29,16,21,22,20,7,20,36,90,66,14,40,3,5
480270234023,425,11,0,27,17,8,34,63,17,10,35,54,75,44,19,4,7
480270234024,395,3,24,60,27,36,11,12,4,25,18,26,83,36,19,11,0
480270234031,555,0,0,17,0,0,5,18,36,3,20,70,177,72,69,30,38
480270234032,575,21,21,23,0,13,0,15,47,24,26,44,76,32,79,75,79
480270234033,536,7,10,0,0,22,20,11,0,0,4,54,84,92,65,97,70
480270234034,565,10,17,0,35,56,5,0,20,9,36,123,72,85,33,28,36
480270234041,491,55,43,25,27,32,12,31,19,24,38,24,54,17,39,19,32
480270234042,837,38,41,13,50,14,6,18,0,32,38,62,161,125,79,39,121
480270235001,401,75,83,53,63,5,38,6,12,15,26,11,13,1,0,0,0
480270235002,242,29,50,12,37,11,24,9,30,0,13,17,6,4,0,0,0
480270235003,210,26,10,36,33,10,15,19,4,52,5,0,0,0,0,0,0
480279800011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480279800021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480279800031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480291101001,366,65,21,8,12,25,86,0,18,24,19,15,46,0,14,13,0
480291101002,533,53,27,15,32,7,52,22,41,31,48,66,82,8,6,8,35
480291101003,798,69,156,0,28,46,56,33,14,8,69,39,164,45,32,14,25
480291103001,850,187,139,16,94,9,23,0,0,18,79,58,91,31,26,30,49
480291103002,438,36,59,37,19,8,14,43,52,32,51,20,23,0,11,8,25
480291103003,151,0,19,15,0,7,6,0,19,5,17,0,32,3,6,13,9
480291105001,773,316,111,68,69,48,18,0,64,20,16,0,27,11,0,5,0
480291106001,246,27,24,42,7,0,0,12,47,0,0,65,22,0,0,0,0
480291106002,716,324,145,52,38,17,62,16,0,49,13,0,0,0,0,0,0
480291106003,349,139,75,69,14,28,9,0,0,0,0,0,0,15,0,0,0
480291107001,571,159,115,43,29,11,35,58,23,17,24,34,18,5,0,0,0
480291108001,371,37,21,16,22,46,51,5,13,19,48,48,22,16,0,7,0
480291108002,234,61,64,14,0,10,0,10,5,15,18,0,0,0,14,23,0
480291108003,238,24,5,6,19,32,5,19,27,5,17,50,4,15,0,0,10
480291109001,1069,47,29,30,50,17,41,11,0,91,119,123,139,116,45,104,107
480291110001,323,85,47,25,19,22,0,14,36,23,17,18,10,5,0,0,2
480291110002,134,6,25,24,21,14,3,1,7,3,7,10,0,0,5,8,0
480291110003,339,42,12,16,7,28,32,24,10,23,6,15,71,0,0,0,53
480291201001,876,12,6,19,5,50,37,30,31,62,128,184,161,62,51,38,0
480291203001,603,0,0,0,0,17,0,0,0,0,0,0,18,84,84,175,225
480291203002,296,19,0,23,0,0,29,0,17,20,0,31,39,21,0,68,29
480291203003,573,64,18,42,0,29,0,0,0,17,0,36,86,85,20,63,113
480291203004,460,0,0,0,21,0,38,20,20,0,21,0,27,81,0,19,213
480291203005,347,8,37,0,0,20,0,0,0,0,29,0,31,61,0,49,112
480291203006,362,0,0,0,0,0,0,20,0,0,30,0,21,36,80,21,154
480291203007,247,7,0,0,0,0,20,0,18,0,0,19,24,10,18,36,95
480291203008,338,52,21,0,0,0,0,0,20,32,23,41,22,0,0,0,127
480291204001,415,0,0,0,22,0,0,0,11,13,0,68,65,30,49,83,74
480291204002,288,0,38,0,0,0,0,0,0,23,0,53,13,0,13,8,140
480291204003,308,0,0,0,0,0,10,0,0,0,3,12,12,55,23,28,165
480291204004,365,0,0,0,0,0,0,0,15,0,0,0,14,25,0,131,180
480291204005,407,0,0,0,0,0,14,23,16,13,54,0,8,18,4,57,200
480291204006,590,0,20,0,89,19,17,0,19,24,77,97,75,64,7,82,0
480291205011,250,70,0,40,23,14,0,0,28,16,17,16,26,0,0,0,0
480291205012,705,72,113,31,53,98,13,51,86,18,67,0,15,0,42,0,46
480291205013,463,36,11,0,20,17,101,85,28,13,61,19,0,28,15,13,16
480291205014,674,154,52,0,62,65,61,11,0,51,19,87,34,38,32,8,0
480291205015,471,0,33,0,15,31,28,81,17,28,104,68,0,52,14,0,0
480291205016,368,17,0,0,58,72,0,35,20,78,11,47,15,15,0,0,0
480291205017,225,0,16,0,10,52,0,0,21,16,0,43,36,0,0,31,0
480291205021,402,48,11,11,27,30,31,36,29,32,67,26,9,0,11,34,0
480291205022,253,42,0,7,43,51,10,41,0,0,9,27,10,0,0,0,13
480291205023,157,33,5,31,17,0,25,0,7,39,0,0,0,0,0,0,0
480291205024,237,41,0,10,0,47,17,16,8,37,0,39,8,6,0,0,8
480291205025,335,88,68,24,29,20,0,30,0,0,0,55,10,0,11,0,0
480291205026,260,20,0,34,8,29,44,7,8,0,21,20,53,11,5,0,0
480291206001,543,62,8,0,0,64,94,15,71,0,73,36,30,25,65,0,0
480291206002,335,46,0,24,19,0,0,51,13,15,45,122,0,0,0,0,0
480291206003,320,14,19,29,13,23,51,19,0,75,11,0,36,1,0,0,29
480291206004,570,21,0,67,53,0,0,0,22,11,62,77,26,55,39,38,99
480291206005,331,0,8,0,0,0,0,0,59,0,12,18,21,105,36,26,46
480291206006,224,35,0,0,0,9,13,15,9,0,17,67,0,0,11,0,48
480291206007,517,196,42,25,51,0,31,0,7,0,37,0,117,0,0,11,0
480291207011,305,14,0,19,0,15,0,61,12,46,0,29,103,0,0,6,0
480291207012,440,0,18,132,22,11,73,0,0,0,123,28,20,0,13,0,0
480291207013,602,187,74,64,15,26,96,14,17,0,30,0,65,14,0,0,0
480291207014,435,45,14,0,0,29,0,25,13,14,72,29,13,54,23,69,35
480291207015,423,35,14,15,16,10,0,31,58,0,41,28,42,0,67,39,27
480291207021,1455,139,72,114,17,74,84,14,30,83,69,97,125,58,0,214,265
480291207022,471,36,15,46,15,0,0,47,15,32,36,47,29,15,0,52,86
480291207023,534,0,0,39,29,16,0,60,12,0,72,31,61,0,55,90,69
480291208001,310,0,0,19,0,17,38,18,0,0,0,0,52,46,54,15,51
480291208002,561,0,0,0,0,0,0,16,0,35,100,74,158,67,35,37,39
480291208003,598,17,19,17,0,0,32,0,0,19,74,48,115,19,68,67,103
480291208004,333,16,18,0,0,0,17,42,16,68,0,15,15,18,64,24,20
480291208005,293,0,0,0,0,0,0,0,0,0,27,49,14,97,21,15,70
480291208006,430,0,0,0,0,0,33,42,0,0,65,31,66,36,54,17,86
480291208007,326,16,15,0,0,0,16,12,17,15,33,12,0,59,0,101,30
480291209011,365,50,41,33,15,16,0,4,6,9,0,11,83,29,5,26,37
480291209012,633,42,66,53,70,41,21,33,16,9,45,54,77,21,40,13,32
480291209021,966,85,85,15,77,16,22,83,30,111,93,116,154,0,69,0,10
480291209022,947,44,13,58,0,36,0,0,0,32,83,113,130,106,132,35,165
480291209023,863,54,65,89,65,81,73,212,29,47,100,28,20,0,0,0,0
480291209024,496,26,51,0,29,0,19,55,44,17,48,48,86,73,0,0,0
480291210001,135,17,0,9,17,15,0,14,31,0,0,0,16,0,0,0,16
480291210002,325,43,38,27,0,0,49,0,0,18,9,102,39,0,0,0,0
480291210003,888,114,15,33,32,89,46,87,62,7,159,54,67,45,10,68,0
480291210004,513,0,0,62,54,0,87,0,32,32,84,112,0,41,9,0,0
480291210005,519,46,14,45,0,52,0,20,17,26,15,67,76,59,45,37,0
480291210006,443,0,11,19,0,20,0,0,57,0,35,31,165,45,18,29,13
480291211081,449,52,0,0,0,0,0,18,8,0,102,50,46,127,7,25,14
480291211082,768,20,67,0,0,0,25,52,10,0,86,82,139,69,36,92,90
480291211083,1055,69,34,16,221,113,0,62,40,68,89,147,114,35,16,31,0
480291211084,531,34,18,61,58,0,30,58,54,41,53,0,96,17,0,11,0
480291211085,606,0,41,16,13,0,39,14,0,0,52,51,31,88,104,104,53
480291211101,681,0,0,21,0,17,18,16,33,13,58,59,162,71,85,113,15
480291211102,505,11,11,13,16,0,39,10,9,67,46,91,70,59,26,37,0
480291211103,523,0,13,0,9,31,43,0,12,17,85,48,96,117,15,10,27
480291211111,373,0,0,0,0,0,0,16,18,0,98,35,112,24,17,53,0
480291211112,761,81,0,21,0,21,18,0,18,12,36,180,99,95,40,120,20
480291211113,521,72,0,0,14,37,124,27,13,0,68,24,86,22,0,34,0
480291211114,543,144,37,0,58,0,0,89,0,23,0,92,43,57,0,0,0
480291211121,1145,73,45,9,128,121,107,63,55,39,135,130,82,114,15,23,6
480291211122,702,40,26,21,23,10,7,17,15,30,203,93,111,63,22,0,21
480291211151,505,0,0,14,17,32,0,13,0,13,74,57,76,110,17,56,26
480291211152,939,21,94,13,27,0,0,0,0,22,89,114,178,172,66,87,56
480291211153,763,12,45,0,19,25,0,0,35,22,85,72,21,109,152,98,68
480291211161,654,35,71,12,82,65,44,0,52,79,63,0,0,66,46,0,39
480291211162,236,23,14,15,28,0,13,0,0,0,36,0,38,21,11,15,22
480291211163,591,14,0,58,0,49,32,0,86,24,0,120,35,85,39,19,30
480291211164,764,62,0,53,0,166,0,14,12,42,67,67,59,101,121,0,0
480291211171,871,6,0,30,25,53,7,24,13,33,76,102,216,160,77,33,16
480291211172,454,35,0,27,12,5,27,29,8,15,43,53,43,45,9,67,36
480291211173,572,52,15,56,46,41,0,67,14,11,9,65,85,53,25,28,5
480291211181,629,10,31,0,37,13,42,0,0,35,37,70,86,100,51,85,32
480291211182,1107,33,20,0,122,14,168,174,94,167,56,209,29,16,0,0,5
480291211183,717,0,0,0,0,109,0,0,0,28,74,17,106,119,121,86,57
480291211191,431,0,31,78,25,9,0,98,18,0,44,55,50,0,23,0,0
480291211192,1018,60,0,31,28,33,142,76,0,0,110,81,190,99,139,0,29
480291211193,776,39,0,66,45,11,69,87,19,17,153,64,109,44,22,0,31
480291211201,1094,17,18,0,35,0,28,118,137,25,83,121,355,66,73,18,0
480291211202,851,34,0,70,19,0,86,12,24,29,64,134,130,89,65,95,0
480291211211,613,6,0,0,12,28,10,20,34,25,0,23,112,111,83,118,31
480291211212,399,0,0,0,7,0,31,9,16,0,7,22,74,45,75,45,68
480291211221,577,22,0,34,0,0,0,45,42,40,50,41,58,108,18,46,73
480291211222,548,9,10,12,0,12,9,0,18,10,49,66,85,135,21,57,55
480291211223,775,0,17,0,18,19,21,12,10,73,81,76,186,102,46,69,45
480291212031,299,73,38,0,10,0,0,41,28,10,36,13,23,17,10,0,0
480291212032,445,63,20,55,10,15,0,17,63,18,102,26,36,20,0,0,0
480291212033,486,9,51,29,9,11,134,0,14,22,7,96,41,33,14,16,0
480291212034,374,10,100,10,31,10,6,0,27,19,52,32,35,34,0,8,0
480291212041,891,154,145,84,44,59,33,66,0,22,86,30,98,35,0,0,35
480291212042,793,102,15,114,31,34,46,29,84,77,39,59,61,43,44,15,0
480291212043,506,16,15,69,43,43,78,16,0,16,54,80,21,14,0,13,28
480291212044,705,118,15,20,33,58,0,17,70,44,86,88,37,61,0,18,40
480291212045,942,0,14,99,72,24,228,80,65,26,62,114,111,17,15,15,0
480291212051,932,61,24,68,57,34,44,71,46,110,82,113,149,49,8,16,0
480291212052,542,115,106,57,0,41,72,25,9,84,15,10,8,0,0,0,0
480291212061,288,0,0,0,0,0,29,0,19,23,37,32,37,60,51,0,0
480291212062,286,0,0,18,0,22,16,17,19,22,0,13,39,107,13,0,0
480291212063,345,18,16,0,0,39,0,0,15,38,54,58,40,34,16,0,17
480291212064,392,0,0,20,33,0,20,0,0,0,34,111,77,64,23,10,0
480291212065,770,12,19,11,105,184,45,60,40,0,41,112,61,80,0,0,0
480291212066,511,27,11,18,0,0,133,75,0,26,59,21,78,19,0,0,44
480291213001,913,78,16,0,72,36,24,0,0,38,75,175,162,169,0,46,22
480291213002,515,0,0,0,40,38,46,19,0,0,31,97,96,45,89,14,0
480291213003,316,18,16,0,19,15,12,13,0,18,30,39,58,30,0,15,33
480291213004,558,35,0,19,19,0,0,0,15,27,32,73,153,81,26,25,53
480291214021,1480,17,66,33,58,84,71,113,58,77,172,263,292,91,53,18,14
480291214022,391,10,0,21,21,17,20,54,79,9,41,46,42,16,15,0,0
480291214031,839,152,59,25,77,100,65,39,66,55,89,18,45,31,9,9,0
480291214032,401,23,54,17,13,11,44,38,19,14,19,33,68,27,0,13,8
480291214033,735,47,20,45,80,15,29,40,10,91,100,103,61,51,8,35,0
480291214041,558,37,37,25,31,111,48,54,8,22,49,69,37,22,8,0,0
480291214042,720,263,89,74,97,0,36,40,19,0,68,27,0,0,7,0,0
480291214043,574,51,25,62,123,59,79,30,82,0,0,6,0,9,22,8,18
480291215011,623,14,0,10,0,15,0,0,44,0,0,20,93,233,84,36,74
480291215012,940,53,0,0,21,43,33,86,0,18,26,112,133,261,39,19,96
480291215013,931,52,0,43,86,16,25,34,31,20,73,166,160,113,64,48,0
480291215014,549,36,13,0,0,11,0,49,18,0,3,147,182,9,15,66,0
480291215041,613,76,60,77,16,21,79,41,0,19,41,49,47,25,26,15,21
480291215042,239,0,0,0,0,14,11,27,13,0,67,30,42,11,24,0,0
480291215043,553,11,0,27,40,0,0,14,0,0,87,77,107,51,86,14,39
480291215044,1170,0,41,68,23,69,73,66,53,59,72,93,242,143,32,39,97
480291215051,817,26,0,5,36,29,69,25,77,12,120,100,212,74,11,12,9
480291215052,306,12,41,14,0,0,22,12,8,25,41,46,48,17,20,0,0
480291215053,542,23,9,36,44,10,22,31,31,19,48,120,120,9,0,14,6
480291215061,378,17,0,0,0,69,16,0,0,20,75,32,76,47,15,0,11
480291215062,318,7,9,60,23,14,8,29,6,45,16,15,17,0,0,69,0
480291215063,324,37,18,23,26,8,31,30,20,0,50,9,41,17,14,0,0
480291215064,362,20,31,24,6,0,7,8,17,24,108,54,8,39,9,0,7
480291215071,324,16,17,7,45,15,38,0,0,35,33,12,94,5,0,7,0
480291215072,481,20,0,42,45,6,8,51,8,33,40,48,84,30,20,23,23
480291215073,303,16,17,14,0,9,32,5,46,7,23,60,23,28,11,12,0
480291215074,458,30,58,0,8,40,17,47,13,42,33,33,99,28,10,0,0
480291215081,507,25,7,25,47,51,21,31,36,72,28,14,117,26,7,0,0
480291215082,562,77,7,50,91,13,25,24,7,14,55,62,76,40,0,0,21
480291215083,321,7,15,20,36,0,9,25,4,45,19,68,40,7,26,0,0
480291216011,681,15,52,15,55,20,15,83,28,0,33,155,96,29,0,48,37
480291216012,561,0,36,14,81,0,3,86,0,0,101,73,34,72,61,0,0
480291216013,449,29,21,30,37,0,49,29,0,56,38,113,25,0,0,0,22
480291216014,439,98,0,43,49,0,61,16,0,38,47,18,51,0,0,0,18
480291216041,1501,43,0,15,0,11,198,77,118,139,146,142,242,189,138,43,0
480291216042,408,17,14,0,12,0,31,16,14,30,16,41,94,69,29,13,12
480291216043,329,0,0,0,0,60,10,12,60,41,44,25,26,35,16,0,0
480291216044,672,72,15,0,0,44,13,0,155,11,14,80,62,90,0,58,58
480291216051,503,0,15,11,45,39,17,19,40,9,66,80,111,24,26,0,1
480291216052,271,10,0,0,21,19,38,0,19,4,39,15,48,47,4,7,0
480291216061,243,0,0,31,20,0,9,0,0,0,11,71,12,89,0,0,0
480291216062,1344,0,84,24,139,21,63,94,128,117,112,235,99,76,117,0,35
480291216063,451,23,45,10,14,0,79,14,0,0,93,48,55,36,16,0,18
480291216064,249,0,0,17,7,0,24,13,24,0,55,43,51,0,0,15,0
480291217011,522,53,11,0,56,19,31,27,0,18,39,27,83,28,94,36,0
480291217012,309,0,10,0,0,0,25,27,23,11,27,38,63,50,25,0,10
480291217013,245,0,11,24,9,9,53,10,11,8,0,49,41,20,0,0,0
480291217014,438,80,29,57,66,13,9,11,0,22,42,29,41,29,10,0,0
480291217021,1246,0,0,85,0,0,26,16,0,76,144,171,64,315,80,84,185
480291217022,586,101,0,0,106,0,0,40,35,0,17,81,140,13,32,0,21
480291217023,989,14,14,38,87,19,48,63,17,93,72,105,97,131,32,124,35
480291218021,787,0,40,0,0,32,0,88,36,116,52,76,127,142,33,36,9
480291218022,954,87,102,36,112,14,39,34,13,74,48,169,151,32,42,1,0
480291218023,1086,17,0,90,82,19,78,60,36,91,178,65,142,110,91,27,0
480291218031,534,10,0,14,0,66,60,12,10,0,92,6,143,44,60,17,0
480291218032,306,8,0,0,19,11,39,41,8,0,93,50,0,28,9,0,0
480291218033,683,54,29,9,27,65,62,34,0,35,60,76,101,40,24,45,22
480291218041,633,15,0,0,44,12,39,76,0,16,73,187,84,60,0,0,27
480291218042,888,47,68,0,37,0,40,11,54,0,161,131,198,109,32,0,0
480291218043,803,304,24,53,84,11,14,55,10,28,81,31,14,0,77,17,0
480291218081,234,0,0,0,0,0,0,10,8,0,87,19,76,34,0,0,0
480291218082,804,0,12,21,30,10,0,29,22,54,85,87,144,160,27,95,28
480291218091,266,25,39,9,10,19,35,9,11,9,4,8,9,42,6,0,31
480291218092,835,34,9,0,39,38,26,49,11,27,74,202,163,53,31,63,16
480291218093,662,8,0,10,9,13,11,28,28,34,69,102,143,119,17,44,27
480291218101,1079,41,0,59,29,10,33,0,34,32,139,156,115,152,130,113,36
480291218102,397,15,0,11,0,7,8,0,15,8,67,106,85,35,19,13,8
480291218111,1331,0,42,0,27,12,23,63,104,8,104,147,247,370,60,59,65
480291218112,287,0,0,30,0,0,0,0,18,5,32,69,43,67,7,16,0
480291218121,1391,15,0,111,89,0,0,16,280,45,145,235,68,156,156,57,18
480291218122,268,0,15,0,22,0,0,0,14,0,14,12,53,22,92,24,0
480291218123,216,13,0,0,0,20,15,0,0,62,32,41,4,0,29,0,0
480291218124,243,0,0,0,0,14,0,0,42,0,27,100,7,29,24,0,0
480291218131,570,32,6,11,12,15,19,43,39,26,28,58,98,69,26,71,17
480291219031,861,0,0,37,0,31,15,42,61,30,33,78,186,134,103,88,23
480291219032,1066,46,11,22,7,0,11,12,23,71,37,51,99,193,127,184,172
480291219041,372,0,0,0,7,13,0,0,0,0,0,55,84,36,70,59,48
480291219042,722,0,0,27,0,20,0,0,26,11,50,43,116,127,51,77,174
480291219051,560,31,11,0,12,7,27,11,0,14,34,0,65,50,116,54,128
480291219052,1580,65,66,0,69,0,68,30,12,71,111,236,213,173,164,125,177
480291219061,911,0,0,38,0,0,0,64,0,18,115,51,183,135,88,114,105
480291219062,1070,53,25,0,22,14,49,65,0,22,112,134,242,107,114,101,10
480291219071,498,13,0,0,49,0,0,37,0,0,14,68,86,76,29,67,59
480291219072,3443,73,13,27,51,198,103,79,59,147,129,501,350,527,281,398,507
480291219081,536,12,23,0,0,6,0,15,5,23,18,4,102,127,28,44,129
480291219082,642,5,0,11,6,0,17,13,0,24,10,23,116,113,74,140,90
480291219091,1316,0,0,17,35,34,29,53,32,64,109,115,258,388,32,116,34
480291219092,1310,60,23,22,0,12,38,61,15,65,47,229,271,220,63,139,45
480291219101,1752,2,9,21,10,13,62,22,10,91,165,248,372,204,174,213,136
480291219102,344,0,0,11,0,0,7,9,8,4,48,61,98,26,22,37,13
480291302001,300,27,0,43,0,29,22,18,17,37,41,41,0,12,0,10,3
480291302002,263,59,13,32,0,30,3,25,10,41,13,0,32,5,0,0,0
480291303001,240,23,0,19,66,0,0,42,52,0,21,8,9,0,0,0,0
480291303002,309,42,14,23,62,22,17,0,41,0,9,67,12,0,0,0,0
480291303003,147,10,12,23,4,11,24,0,31,9,0,0,23,0,0,0,0
480291303004,273,9,65,0,0,37,15,10,7,8,47,15,28,32,0,0,0
480291304011,301,44,54,42,42,0,18,0,16,0,9,53,10,0,13,0,0
480291304012,366,69,19,59,5,32,18,21,0,0,62,8,53,10,10,0,0
480291304013,419,48,52,87,59,19,0,16,8,0,62,11,46,11,0,0,0
480291304014,249,20,1,40,0,57,0,9,16,27,27,33,19,0,0,0,0
480291304021,283,44,26,10,28,29,7,0,6,39,45,41,8,0,0,0,0
